Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2020-01-02,45.74510192871094,46.11112814098467,45.55376665528444,46.019620794573314,11867700
2020-01-03,45.495540618896484,45.74510729232431,44.99641361878497,45.18774574127345,11354500
2020-01-06,45.478904724121094,45.67855743738606,45.354124555031184,45.462269906940215,14698300
2020-01-07,45.129512786865234,45.42066966452848,45.046326014210585,45.295889505546505,9973900
2020-01-08,45.21270751953125,45.453953645423546,45.046333944930716,45.14615872436554,10676000
2020-01-09,46.03626251220703,46.086176479758564,45.6203223027268,45.753423042825595,15398000
2020-01-10,46.19431686401367,46.52707028808593,46.12776808322232,46.1527234793476,13040100
2020-01-13,46.693443298339844,46.77663006107708,46.1028058587678,46.194313201801705,14302900
2020-01-14,46.585304260253906,46.82655034749665,46.44388610982527,46.78495696051011,16345300
2020-01-15,47.16761779785156,47.40054328688211,46.585300901903416,46.585300901903416,17735400
2020-01-16,47.26744842529297,47.37559377579232,47.092754286820906,47.29240382411121,10234100
2020-01-17,47.367271423339844,47.54196872865386,47.25080866871187,47.309040046025856,14264300
2020-01-21,47.558597564697266,47.62514951518579,47.059470629519964,47.29239610948648,11968900
2020-01-22,47.92462921142578,47.94958460735299,47.56692039406732,47.62515176681201,12869600
2020-01-23,48.10763931274414,48.12427412619123,47.61682980839583,47.73329254275449,12858900
2020-01-24,47.98286437988281,48.14092052221128,47.799849666280956,48.12428253248638,8594300
2020-01-27,47.816497802734375,48.12429274452942,47.52534085419483,47.59188965384413,14359900
2020-01-28,47.425498962402344,48.04109183852154,47.392226159038664,47.79152835974903,15240200
2020-01-29,47.425498962402344,47.633469056941394,47.134342099396385,47.417181554904374,13163600
2020-01-30,48.9644889831543,49.064313759187826,48.04941848716761,48.19083982880649,20225600
2020-01-31,48.581825256347656,49.147504282668805,48.37385511941701,49.05599691467973,17685200
2020-02-03,48.73155975341797,49.05599263095971,48.681645782499174,48.872977910962966,12333600
2020-02-04,48.94784164428711,49.455289183392765,48.764826945364604,48.87297228321625,15417900
2020-02-05,48.9561653137207,49.14750061799778,48.6982843941139,48.99776187670315,11414900
2020-02-06,49.072628021240234,49.363784902743014,48.94784468724075,49.06430743984186,9347000
2020-02-07,49.23900604248047,49.347151396881046,48.95616654330594,48.98112511639672,8757800
2020-02-10,49.70485305786133,49.77972241952771,49.32218884195398,49.34714423805217,7984900
2020-02-11,49.57175064086914,49.746444754371964,49.34714256349192,49.67989597591115,7431200
2020-02-12,49.422019958496094,49.72149744369324,49.34715058719681,49.480251339131954,9179100
2020-02-13,49.588401794433594,49.7797339466928,49.255648293669076,49.397069642174394,8173200
2020-02-14,49.87123107910156,49.97105583948706,49.59670902132656,49.60502960249231,9965500
2020-02-18,49.5218391418457,49.85459257082707,49.45529036007255,49.754767811481415,10075700
2020-02-19,49.72149658203125,49.91282871128652,49.47193307314925,49.50520588052725,6265700
2020-02-20,49.67990493774414,49.79636770108824,49.172457320282845,49.646628955825165,7597200
2020-02-21,50.02096939086914,50.02096939086914,49.438652475608905,49.50520125752248,10842400
2020-02-24,48.7897834777832,49.746443970004016,48.72323152700001,49.17244767467153,14415500
2020-02-25,48.09933090209961,49.24732689606132,47.93295416519073,48.83138664047528,15915100
2020-02-26,47.91631317138672,48.640051455579915,47.81648840484604,48.232428634366315,15837800
2020-02-27,45.69518280029297,48.157547600988835,45.65358942209047,47.54195798750054,23754000
2020-02-28,44.49728775024414,44.830038034322996,42.90839617899125,44.780127237065855,40890600
2020-03-02,46.51875305175781,46.552029031231896,44.67198061815497,44.863312740072864,25698600
2020-03-03,46.635223388671875,47.824812793668116,46.28583191790768,47.21753721765826,27099200
2020-03-04,49.0143928527832,49.08094480964194,46.926374393605826,46.926374393605826,20526100
2020-03-05,47.20089340209961,48.39047940695989,46.74335666172439,48.08268455982982,17948500
2020-03-06,45.96971130371094,46.51043485418526,44.904905365588945,45.70350981918044,22353900
2020-03-09,43.14131546020508,44.57215067773263,42.825200038650266,43.29937158429664,27898300
2020-03-10,44.638710021972656,44.75517279080494,42.56732606380321,44.27268372373226,27457400
2020-03-11,43.43247985839844,43.7985093069549,42.54236798310889,43.548942619894675,22653900
2020-03-12,39.231475830078125,41.53578470114832,38.84049106354332,40.37947156214799,31913100
2020-03-13,40.674869537353516,41.589571680650984,39.114001366111694,41.54761031164961,33697200
2020-03-16,37.981109619140625,40.179753348940274,34.548879175070205,35.44680056471076,28682300
2020-03-17,39.59231948852539,39.86085552226342,38.07340994671799,38.501391451314376,32106700
2020-03-18,37.63705062866211,37.88880604520414,34.90133767322698,37.54474393729354,35408300
2020-03-19,35.10274124145508,37.47760817268899,34.43979128916315,37.22585595824486,41956900
2020-03-20,32.140438079833984,35.30413177924406,31.47748831444732,35.20343156209741,51513500
2020-03-23,31.519454956054688,32.635557486285954,30.436917036363692,32.5264636987226,44978500
2020-03-24,33.105499267578125,34.74189337609015,32.58521095861838,34.59084141523039,49096200
2020-03-25,34.918121337890625,36.46220563607296,33.4915211926347,34.095729066202644,42511700
2020-03-26,37.16710662841797,37.98949874242059,35.623022626298116,35.95030076132745,37821700
2020-03-27,35.92512893676758,36.94892157183689,35.58106687393558,36.638427320306235,23297900
2020-03-30,37.76292037963867,38.23286009679594,36.11813617139188,36.11813617139188,23446000
2020-03-31,37.133544921875,38.19090547044314,36.97410260458703,37.82166911404853,25373900
2020-04-01,35.34609603881836,36.63003763422091,35.07755994592954,35.64819994361896,21936400
2020-04-02,36.88178634643555,37.08318679652639,35.127908354315835,35.430012230654526,17621900
2020-04-03,36.781089782714844,37.20906818266225,36.34471782914338,36.5712957589518,14207100
2020-04-06,39.164344787597656,39.44966477316064,37.50277658974355,38.09020046604411,22850000
2020-04-07,39.03007125854492,40.7839490876075,39.00489700492461,40.70003277473838,21279600
2020-04-08,40.12940216064453,40.35598009921213,38.87903152335278,39.13917407410593,18937100
2020-04-09,41.11962127685547,41.73221933214191,40.57415563249794,40.64968159554434,19165300
2020-04-13,39.38253402709961,40.817524367875855,39.021688053519235,40.574162534307185,19586000
2020-04-14,41.052494049072266,41.32942370386844,39.38253537127483,40.23010183971831,21801900
2020-04-15,39.95317459106445,40.61612447765408,39.78533873100087,40.03709092049486,12893200
2020-04-16,39.52519226074219,40.15457432350052,39.23987226424364,39.77694764680769,17606800
2020-04-17,40.330806732177734,40.53220721455899,39.75177314262499,40.53220721455899,19844600
2020-04-20,39.0468635559082,40.28045346774273,38.862246987665635,40.104227252110036,18957900
2020-04-21,38.081809997558594,39.35735797610258,37.14193051787192,38.50139802203217,26863700
2020-04-22,38.33356857299805,38.72798240624784,38.182516602868475,38.64406286661857,15811600
