Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-01-02,119.03640747070312,119.0448526232338,117.49245078144311,117.9396061594918,10803700
2020-01-03,117.46556854248047,118.22127395721945,116.39569739152,116.75232110850682,10386800
2020-01-06,117.37215423583984,117.40612579954139,115.90320153645402,115.95414592565099,10259000
2020-01-07,115.37677764892578,117.05800754731382,115.32583325145303,116.56552344448149,10531300
2020-01-08,116.27680969238281,116.82023809830265,115.13900849191864,115.22391148750772,9695300
2020-01-09,116.70138549804688,117.37217500174437,116.36173458271591,117.21934180711366,9469000
2020-01-10,115.53809356689453,116.54003445646777,115.31731726784203,116.5060758484973,10190900
2020-01-13,116.4975814819336,116.4975814819336,115.27486424080135,115.63998731302985,12355200
2020-01-14,117.85615539550781,119.52039928905742,116.91364529791134,117.12592223019564,24906000
2020-01-15,116.09001159667969,117.68633829869019,115.60601396438061,117.04950749178464,16293400
2020-01-16,116.54003143310547,117.09194625370739,116.19189416775089,116.70985038126335,10783800
2020-01-17,117.34667205810547,117.42308863539986,116.59946615285868,116.7862579119047,14697700
2020-01-21,116.1919174194336,117.23632942449925,116.06455642191722,116.48911035544893,8474200
2020-01-22,116.05603790283203,116.6673965027569,115.80131594982642,116.53154911327246,7549100
2020-01-23,115.9371566772461,116.1069885779651,114.3917874402718,115.23240870595303,9345700
2020-01-24,113.05872344970703,115.84379661457852,112.35397522107623,115.79285220830253,15166400
2020-01-27,112.10771179199219,112.88040306840392,110.13778825767731,110.61328659505132,12860500
2020-01-28,114.14556121826172,114.60408670945495,112.48980351419169,112.79548285620136,13062800
2020-01-29,113.97574615478516,115.0880753952981,113.51723360420378,114.46823027584394,9326000
2020-01-30,115.38526916503906,115.58905972029851,112.66812654336977,112.66812654336977,9048900
2020-01-31,112.38792419433594,114.48522178176576,111.6322186679264,114.19652820007191,12785200
2020-02-03,113.2454833984375,113.98421586598053,112.64262422109078,112.64262422109078,10021100
2020-02-04,114.87578582763672,115.98812790250733,114.69748044943947,115.09656214245152,9157100
2020-02-05,116.82872772216797,116.94760228434427,115.487135973975,115.9626471790358,10150700
2020-02-06,116.84573364257812,117.42312077084519,116.42117971072607,117.3806757427462,8992300
2020-02-07,116.47213745117188,116.8966914316557,115.73341767116496,116.09852787532861,6379800
2020-02-10,116.95610809326172,117.04951046556845,116.11548674250125,116.28530570405266,5960700
2020-02-11,117.17686462402344,117.8731391691009,116.9900598902883,117.39762796554884,6578600
2020-02-12,117.17686462402344,118.27220787514723,117.00704567236117,117.68633443536575,7958000
2020-02-13,117.07498931884766,117.46557165698874,115.81830042792826,116.96460115720227,7447500
2020-02-14,116.71837615966797,117.3382212910538,116.27683642946798,117.0410283472665,6627600
2020-02-18,115.17295837402344,116.93061738654895,114.67198798202645,116.6164387532397,8996400
2020-02-19,116.74385070800781,117.5080426411772,115.76736884189313,116.25136656756325,7071200
