Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
2020-01-02,122.63822174072266,122.68023232713017,121.89047945406072,122.55420056790763,5777000
2020-01-03,121.21833038330078,122.13410205866049,120.1429261953899,120.56300635691225,5752400
2020-01-06,121.06710052490234,121.15110886034533,120.01690018315207,120.98307936963097,7731300
2020-01-07,121.80644989013672,122.20132629946885,118.78188017462082,120.99149328533042,7382900
2020-01-08,121.7896728515625,122.64662733924052,120.73106240704074,121.7140486627881,6605800
2020-01-09,122.15094757080078,122.68864983518264,121.81488846299958,122.46180288650856,6112700
2020-01-10,121.8736572265625,122.81463270777604,121.7392284950093,122.45336991403494,5042600
2020-01-13,122.41136169433594,122.48697304985717,121.5880081323911,122.22652538984204,4593200
2020-01-14,123.10029602050781,123.1759073739889,121.59640183996049,121.8652593009991,7037500
2020-01-15,123.51200103759766,123.83966314778623,122.86508662763109,122.9995025760378,4960300
2020-01-16,124.51177978515625,125.04948197616487,122.83145883577538,123.85645564048423,6476000
2020-01-17,125.32675170898438,125.52839486256609,124.2849479785617,124.68823428572513,9083600
2020-01-21,125.41075897216797,126.16689827944906,124.7638318102656,124.83104618733105,9543900
2020-01-22,124.55381774902344,125.33516100870091,122.66345626548008,123.25156616306005,10305300
2020-01-23,124.78905487060547,124.99069803294199,123.30196699547838,124.37737155493933,8671900
2020-01-24,124.61262512207031,125.14191757738702,124.28495018424739,124.83106226078569,9051900
2020-01-27,124.9738998413086,125.57041955858924,123.50361866670497,123.94050580528369,7587100
2020-01-28,125.60398864746094,126.5029664923029,124.46976689963499,124.73022741063913,7336600
2020-01-29,126.4778060913086,127.02391832436807,125.29318906048952,125.56203386059023,6288600
2020-01-30,126.32656860351562,126.45258758580762,125.22596009204732,126.04931402263777,6470600
2020-01-31,125.07472229003906,126.02410800603177,124.88148891398367,125.81406782602171,8651700
2020-02-03,126.16693878173828,126.43579637630916,125.38559543470865,125.53681821677797,5765200
2020-02-04,127.36833953857422,128.33451900544503,127.03226763978671,127.27592136888666,6541400
2020-02-05,129.3763427734375,129.40154656728546,127.12470557095754,127.46917451332524,5979900
2020-02-06,128.9898223876953,129.80477898359945,128.32610132682154,129.59473888815674,6201200
2020-02-07,127.61199188232422,128.93105016607223,127.32634035763355,128.83022217748535,5700300
2020-02-10,127.58676147460938,127.62877205943741,126.77180484430173,127.43552593319457,4835600
2020-02-11,127.69599914550781,128.02366122806188,127.31791666424154,127.94803703990951,3715300
2020-02-12,126.93984985351562,127.83041795328623,126.79702410353657,127.59517403334048,5166800
2020-02-13,126.09970092773438,126.89785093092256,125.92327438146998,126.15851832304473,5480200
2020-02-14,126.1332778930664,126.56175505794018,125.30991151688282,126.49454069132338,5716300
2020-02-18,125.30154418945312,126.64580620033907,125.23432980692556,126.41895926178763,7230700
2020-02-19,125.13351440429688,125.8224393891828,124.83105609341627,125.3603613424155,6115200
2020-02-20,124.65460968017578,125.50317999257425,123.83965296699036,124.85625281595829,7464700
2020-02-21,125.96524810791016,126.22570861191822,123.95726517719766,124.41935598130114,7776800
2020-02-24,123.36949157714844,125.98213819227433,122.81144679481777,123.86834392730329,10588900
2020-02-25,122.30412292480469,124.07971515062266,121.61080516055061,123.43712638112187,10529000
2020-02-26,121.48401641845703,123.63163929919178,121.40792289710937,122.89604278967025,10093800
2020-02-27,117.6284408569336,122.40562451915547,117.48470436855371,120.5370243670596,12566700
2020-02-28,113.70524597167969,116.08114925641107,110.6106601977763,114.44930586783853,19820300
2020-03-02,118.38945007324219,118.48245758195432,113.30787794514377,113.95893050612864,11508200
2020-03-03,114.64378356933594,119.2095885519311,112.53845198714403,118.37252107972675,13662500
2020-03-04,121.31489562988281,121.45018158016998,115.95431564014272,116.41088959538898,10560500
2020-03-05,120.07200622558594,120.6385017359344,118.23723371851025,119.04893667311121,11339200
2020-03-06,120.08891296386719,120.91751693937151,116.18262417776678,117.0873216721115,12239100
2020-03-09,115.36246490478516,118.10193465718015,114.06036010752884,115.26945741926684,13848600
2020-03-10,119.75914764404297,120.02125611304113,113.49385728512257,118.34713438407526,12698100
2020-03-11,111.43926239013672,117.31560924592293,111.18560443847831,116.7575643325903,17763400
2020-03-12,106.03639221191406,113.0964582219817,105.26696790434694,107.64287089881908,21539200
2020-03-13,113.54458618164062,114.07726655462226,105.39380109015397,109.34237434466701,20084200
2020-03-16,107.49069213867188,113.09647369333348,103.51676044724634,104.480650371563,18877900
2020-03-17,115.4892807006836,115.64148062338155,108.06563496702756,108.69132282420165,18911800
