Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2020-01-02,53.3064079284668,53.39662666652827,52.810181924383535,52.810181924383535,12456400
2020-01-03,52.877845764160156,53.65977391109727,52.75003207549748,53.63721349293416,17386900
2020-01-06,53.28385925292969,53.652265859328345,52.80267347504945,52.87033753622623,20081900
2020-01-07,52.847782135009766,53.02070522424936,52.261337334654826,53.00567067847557,17387700
2020-01-08,52.050819396972656,52.84778225712351,52.00570428717327,52.712448400099134,15137700
2020-01-09,52.44929885864258,52.554557883912665,51.599700779579784,51.98314764945603,14811800
2020-01-10,51.98313522338867,52.59965468239184,51.968100681738235,52.57710000182353,11995600
2020-01-13,52.479373931884766,52.53200344476708,51.960593207625756,52.028257265823,9953900
2020-01-14,52.028255462646484,52.313963439408525,51.79518273312923,52.16358931053732,16261000
2020-01-15,51.94556427001953,52.3214910830416,51.79519583928588,52.028268627779426,11390300
2020-01-16,51.74254608154297,52.31395622002534,51.727511538823876,52.10343820484386,13340300
2020-01-17,51.54707336425781,51.93804039075695,51.34407544617369,51.68992736273099,18144100
2020-01-21,50.81025695800781,51.441811095557355,50.75762744654535,51.41173626955215,17982600
2020-01-22,50.517032623291016,50.90047373362581,50.374178639331205,50.79521471476689,17033100
2020-01-23,50.201255798339844,50.32155511201456,49.65992609536462,50.156146423805325,19605900
2020-01-24,49.86292266845703,50.13359038071817,49.65240461140656,50.028331352192936,18238600
2020-01-27,48.674991607666016,49.419330666383715,48.64491678079176,49.186252192154925,21231000
2020-01-28,48.607330322265625,49.02084630895659,48.59229003987714,48.95318224676948,19664700
2020-01-29,48.20132827758789,48.968216322610665,48.04343973114752,48.893032119951485,14202800
2020-01-30,48.712581634521484,48.78024568598555,47.69006056925519,47.95320810748119,18544700
2020-01-31,46.70513916015625,47.517142326285445,46.50965850984377,47.517142326285445,34282900
2020-02-03,45.66005325317383,46.17883102820473,45.38938559034278,46.148759074184646,27389300
2020-02-04,45.08864212036133,46.54723645107941,45.02849248127556,46.20138463061419,31922100
2020-02-05,47.16376876831055,47.314140038924236,45.562320042247634,45.67509921223126,32099200
2020-02-06,46.52468490600586,47.37427710465584,46.44949785208141,47.31413032960912,16055400
2020-02-07,46.2164306640625,46.35928178140729,45.908170876460346,46.17131842633053,15112500
2020-02-10,45.728336334228516,46.15541991555754,45.46903610793391,46.124913322047846,20934500
2020-02-11,46.16303253173828,46.437585979983005,45.88847908349356,46.201167217869674,14908700
2020-02-12,46.72740173339844,46.92568875689318,46.18592283340449,46.780786813157356,17862100
2020-02-13,46.468101501464844,46.841797059565955,46.18592280728889,46.567246467790476,16949400
2020-02-14,46.25455856323242,46.64350739484032,45.97237697576729,46.6358822021403,10855300
2020-02-18,45.667327880859375,46.056276781205106,45.339389260701466,45.873243031372645,18948500
2020-02-19,46.01814651489258,46.23168686651822,45.62919760167887,45.84273795330451,12804900
2020-02-20,45.65207290649414,46.17067336075065,45.54530273813584,45.93425162419378,14817200
2020-02-21,45.0953369140625,45.38514080142522,44.83603670850152,45.38514080142522,20315700
2020-02-24,42.9827995300293,44.08101052408634,42.9827995300293,43.94373378617066,32096600
2020-02-25,41.33549499511719,43.280245534182534,41.160086419597576,43.280245534182534,36414500
2020-02-26,40.427940368652344,41.80833331155994,40.366930084983,41.60241814929621,29801000
2020-02-27,37.995086669921875,39.99322169806011,37.97983337544528,39.43648954137256,48141300
2020-02-28,39.23057174682617,39.23057174682617,36.61469156299649,37.194305076392844,62446700
2020-03-02,41.09144592285156,41.09907111736634,38.994165409716736,40.10763000210189,38127600
2020-03-03,39.123809814453125,41.29735658203149,38.879762886827805,41.14482652494845,50580700
2020-03-04,39.977970123291016,40.02373000868921,38.986529213812,39.83306818343292,24079600
2020-03-05,38.21625518798828,38.66621719392753,37.400222841342796,38.45267397989755,40788200
